state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,price_category,state_encoded,commodity_encoded,label_encoded,district_encoded,market_encoded
Punjab,Ludhiana,Sahnewal,Raddish,Raddish,04/03/2019,250,250,250,CHEAP,18,120,0,101,266
Punjab,Ludhiana,Sahnewal,Spinach,Spinach,04/03/2019,600,800,800,CHEAP,18,131,0,101,266
Punjab,Ludhiana,Sahnewal,Tomato,Tomato,04/03/2019,2000,2000,2000,MEDIUM,18,147,2,101,266
Punjab,Mansa,Mansa,Banana,Banana - Ripe,04/03/2019,1300,1700,1500,MEDIUM,18,9,2,106,187
Punjab,Mansa,Mansa,Bhindi(Ladies Finger),Bhindi,04/03/2019,3000,4000,3500,MEDIUM,18,18,2,106,187
Punjab,Mansa,Mansa,Brinjal,Brinjal,04/03/2019,900,1300,1100,MEDIUM,18,24,2,106,187
Punjab,Mansa,Mansa,Capsicum,Capsicum,04/03/2019,2300,3000,2800,MEDIUM,18,27,2,106,187
Punjab,Mansa,Mansa,Carrot,Carrot,04/03/2019,400,500,500,CHEAP,18,28,0,106,187
Punjab,Mansa,Mansa,Cauliflower,Cauliflower,04/03/2019,600,800,700,CHEAP,18,31,0,106,187
Punjab,Mansa,Mansa,Cotton,American,04/03/2019,5200,5445,5390,EXPENSIVE,18,42,1,106,187
Punjab,Mansa,Mansa,Cucumbar(Kheera),Cucumbar,04/03/2019,1200,2800,1800,MEDIUM,18,45,2,106,187
Punjab,Mansa,Mansa,Grapes,Black,04/03/2019,6500,7500,7000,EXPENSIVE,18,59,1,106,187
Punjab,Mansa,Mansa,Grapes,Green,04/03/2019,4000,5000,4500,EXPENSIVE,18,59,1,106,187
Punjab,Mansa,Mansa,Green Chilli,Green Chilly,04/03/2019,2500,4000,3000,MEDIUM,18,61,2,106,187
Punjab,Mansa,Mansa,Kinnow,Kinnow,04/03/2019,1200,1700,1500,MEDIUM,18,77,2,106,187
Punjab,Mansa,Mansa,Onion,Nasik,04/03/2019,1000,1300,1200,MEDIUM,18,101,2,106,187
Punjab,Mansa,Mansa,Peas cod,Peas cod,04/03/2019,1000,1500,1200,MEDIUM,18,110,2,106,187
Punjab,Mansa,Mansa,Potato,Potato,04/03/2019,380,600,520,CHEAP,18,118,0,106,187
Punjab,Mansa,Mansa,Tomato,Tomato,04/03/2019,1800,2500,2200,MEDIUM,18,147,2,106,187
Punjab,Muktsar,Malout,Apple,Apple,04/03/2019,3500,7000,5500,EXPENSIVE,18,3,1,113,180
Punjab,Muktsar,Malout,Banana,Banana - Ripe,04/03/2019,1500,2500,1800,MEDIUM,18,9,2,113,180
Punjab,Muktsar,Malout,Brinjal,Round/Long,04/03/2019,1200,1500,1300,MEDIUM,18,24,2,113,180
Punjab,Muktsar,Malout,Cabbage,Cabbage,04/03/2019,300,500,400,CHEAP,18,26,0,113,180
Punjab,Muktsar,Malout,Carrot,Carrot,04/03/2019,400,600,500,CHEAP,18,28,0,113,180
Punjab,Muktsar,Malout,Cauliflower,Cauliflower,04/03/2019,400,700,500,CHEAP,18,31,0,113,180
Punjab,Muktsar,Malout,Chikoos(Sapota),Sapota,04/03/2019,2500,3500,3000,MEDIUM,18,32,2,113,180
Punjab,Muktsar,Malout,Cotton,Other,04/03/2019,5400,5515,5500,EXPENSIVE,18,42,1,113,180
Punjab,Muktsar,Malout,Cucumbar(Kheera),Cucumbar,04/03/2019,2500,4000,3500,MEDIUM,18,45,2,113,180
Punjab,Muktsar,Malout,Ginger(Green),Green Ginger,04/03/2019,7000,8500,7500,EXPENSIVE,18,57,1,113,180
Punjab,Muktsar,Malout,Gram Raw(Chholia),Other,04/03/2019,500,1500,1000,CHEAP,18,58,0,113,180
Punjab,Muktsar,Malout,Grapes,Black,04/03/2019,8000,9000,8500,EXPENSIVE,18,59,1,113,180
Punjab,Muktsar,Malout,Grapes,Green,04/03/2019,4000,5000,4500,EXPENSIVE,18,59,1,113,180
Punjab,Muktsar,Malout,Green Chilli,Green Chilly,04/03/2019,800,3500,2000,MEDIUM,18,61,2,113,180
Punjab,Muktsar,Malout,Guava,Guava,04/03/2019,2000,2500,2200,MEDIUM,18,69,2,113,180
Punjab,Muktsar,Malout,Kinnow,Kinnow,04/03/2019,1000,1500,1200,MEDIUM,18,77,2,113,180
Punjab,Muktsar,Malout,Onion,Onion,04/03/2019,600,800,700,CHEAP,18,101,0,113,180
Punjab,Muktsar,Malout,Onion Green,Onion Green,04/03/2019,1000,1500,1200,MEDIUM,18,102,2,113,180
Punjab,Muktsar,Malout,Peas cod,Other,04/03/2019,1000,1500,1200,MEDIUM,18,110,2,113,180
Punjab,Muktsar,Malout,Pineapple,Pine Apple,04/03/2019,3000,4500,4000,MEDIUM,18,114,2,113,180
Punjab,Muktsar,Malout,Pomegranate,Pomogranate,04/03/2019,4500,7000,6500,EXPENSIVE,18,117,1,113,180
Punjab,Muktsar,Malout,Potato,Potato,04/03/2019,500,600,550,CHEAP,18,118,0,113,180
Punjab,Muktsar,Malout,Raddish,Raddish,04/03/2019,400,600,500,CHEAP,18,120,0,113,180
Punjab,Muktsar,Malout,Spinach,Spinach,04/03/2019,500,800,600,CHEAP,18,131,0,113,180
Punjab,Muktsar,Malout,Tomato,Tomato,04/03/2019,1800,2200,2000,MEDIUM,18,147,2,113,180
Punjab,Patiala,Ghanaur,Brinjal,Other,04/03/2019,1500,1500,1500,MEDIUM,18,24,2,132,97
Punjab,Patiala,Ghanaur,Onion,Other,04/03/2019,800,1000,1000,CHEAP,18,101,0,132,97
Punjab,Patiala,Rajpura,Carrot,Other,04/03/2019,500,700,600,CHEAP,18,28,0,132,257
Punjab,Patiala,Rajpura,Cauliflower,Cauliflower,04/03/2019,400,600,500,CHEAP,18,31,0,132,257
Punjab,Patiala,Rajpura,Ginger(Green),Other,04/03/2019,5000,6000,5500,EXPENSIVE,18,57,1,132,257
Punjab,Patiala,Rajpura,Green Chilli,Other,04/03/2019,2000,3000,2500,MEDIUM,18,61,2,132,257
Punjab,Patiala,Rajpura,Onion,Local,04/03/2019,700,1000,850,CHEAP,18,101,0,132,257
Punjab,Patiala,Rajpura,Peas Wet,Peas Wet,04/03/2019,700,1000,850,CHEAP,18,109,0,132,257
Punjab,Patiala,Rajpura,Potato,Other,04/03/2019,200,500,350,CHEAP,18,118,0,132,257
Punjab,Patiala,Rajpura,Tomato,Local,04/03/2019,1000,1400,1200,MEDIUM,18,147,2,132,257
Punjab,Ropar (Rupnagar),Morinda,Carrot,Other,04/03/2019,700,850,760,CHEAP,18,28,0,139,199
Punjab,Ropar (Rupnagar),Morinda,Cucumbar(Kheera),Cucumbar,04/03/2019,1300,1500,1400,MEDIUM,18,45,2,139,199
Punjab,Ropar (Rupnagar),Morinda,Ginger(Green),Other,04/03/2019,7700,7800,7730,EXPENSIVE,18,57,1,139,199
Punjab,Ropar (Rupnagar),Morinda,Green Chilli,Other,04/03/2019,2600,2750,2640,MEDIUM,18,61,2,139,199
Punjab,Ropar (Rupnagar),Morinda,Onion,Other,04/03/2019,1000,1100,1020,MEDIUM,18,101,2,139,199
Punjab,Ropar (Rupnagar),Morinda,Peas Wet,Other,04/03/2019,1200,1400,1330,MEDIUM,18,109,2,139,199
Punjab,Ropar (Rupnagar),Morinda,Raddish,Other,04/03/2019,500,650,550,CHEAP,18,120,0,139,199
Punjab,Ropar (Rupnagar),Morinda,Tomato,Deshi,04/03/2019,1500,1500,1500,MEDIUM,18,147,2,139,199
Punjab,Tarntaran,Harike,Carrot,Carrot,04/03/2019,500,500,500,CHEAP,18,28,0,158,112
Punjab,Tarntaran,Harike,Cauliflower,Cauliflower,04/03/2019,400,500,400,CHEAP,18,31,0,158,112
Punjab,Tarntaran,Harike,Coriander(Leaves),Coriander,04/03/2019,400,500,400,CHEAP,18,40,0,158,112
Punjab,Tarntaran,Harike,Peas Wet,Peas Wet,04/03/2019,700,800,700,CHEAP,18,109,0,158,112
Punjab,Tarntaran,Harike,Raddish,Raddish,04/03/2019,300,400,400,CHEAP,18,120,0,158,112
Punjab,Tarntaran,Harike,Squash(Chappal Kadoo),Squash(Chappal Kadoo),04/03/2019,1400,1500,1400,MEDIUM,18,133,2,158,112
Punjab,Tarntaran,Patti,Apple,Other,04/03/2019,5000,6000,5500,EXPENSIVE,18,3,1,158,236
Punjab,Tarntaran,Patti,Banana,Other,04/03/2019,800,1000,900,CHEAP,18,9,0,158,236
Punjab,Tarntaran,Patti,Brinjal,Other,04/03/2019,800,1000,900,CHEAP,18,24,0,158,236
Punjab,Tarntaran,Patti,Capsicum,Other,04/03/2019,2000,2200,2100,MEDIUM,18,27,2,158,236
Punjab,Tarntaran,Patti,Carrot,Other,04/03/2019,600,800,700,CHEAP,18,28,0,158,236
Punjab,Tarntaran,Patti,Cauliflower,Other,04/03/2019,500,530,520,CHEAP,18,31,0,158,236
Punjab,Tarntaran,Patti,Coriander(Leaves),Other,04/03/2019,100,150,120,CHEAP,18,40,0,158,236
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,04/03/2019,1500,2000,1800,MEDIUM,18,45,2,158,236
Punjab,Tarntaran,Patti,Garlic,Other,04/03/2019,2000,2500,2200,MEDIUM,18,53,2,158,236
Punjab,Tarntaran,Patti,Ginger(Dry),Other,04/03/2019,6000,7000,6500,EXPENSIVE,18,56,1,158,236
Punjab,Tarntaran,Patti,Green Chilli,Other,04/03/2019,1200,1600,1400,MEDIUM,18,61,2,158,236
Punjab,Tarntaran,Patti,Guava,Other,04/03/2019,1800,2200,2000,MEDIUM,18,69,2,158,236
Punjab,Tarntaran,Patti,Kinnow,Other,04/03/2019,800,1000,900,CHEAP,18,77,0,158,236
Punjab,Tarntaran,Patti,Leafy Vegetable,Other,04/03/2019,300,400,320,CHEAP,18,81,0,158,236
Punjab,Tarntaran,Patti,Onion,Other,04/03/2019,800,1000,900,CHEAP,18,101,0,158,236
Punjab,Tarntaran,Patti,Papaya,Other,04/03/2019,1000,1500,1200,MEDIUM,18,106,2,158,236
Punjab,Tarntaran,Patti,Peas Wet,Other,04/03/2019,900,1200,1000,CHEAP,18,109,0,158,236
Punjab,Tarntaran,Patti,Potato,Other,04/03/2019,500,700,600,CHEAP,18,118,0,158,236
Punjab,Tarntaran,Patti,Raddish,Other,04/03/2019,300,400,350,CHEAP,18,120,0,158,236
Punjab,Tarntaran,Patti,Spinach,Other,04/03/2019,300,430,400,CHEAP,18,131,0,158,236
Punjab,Tarntaran,Patti,Tomato,Other,04/03/2019,1000,1800,1500,MEDIUM,18,147,2,158,236
Rajasthan,Baran,Anta,Mustard,Other,04/03/2019,3316,3570,3443,MEDIUM,19,98,2,19,13
Rajasthan,Barmer,Barmer,Guar Seed(Cluster Beans Seed),Other,04/03/2019,4050,4150,4100,EXPENSIVE,19,68,1,21,27
Rajasthan,Barmer,Barmer,Moath Dal,Other,04/03/2019,4300,4400,4350,EXPENSIVE,19,96,1,21,27
Rajasthan,Bikaner,Lunkaransar,Guar,Other,04/03/2019,3990,4050,4020,EXPENSIVE,19,67,1,27,174
Rajasthan,Bikaner,Lunkaransar,Moath Dal,Other,04/03/2019,4250,4320,4285,EXPENSIVE,19,96,1,27,174
Rajasthan,Chittorgarh,Begu,Wheat,Other,04/03/2019,1650,1990,1750,MEDIUM,19,152,2,36,31
Rajasthan,Jalore,Jalore,Banana,Banana - Ripe,04/03/2019,1800,2000,1900,MEDIUM,19,9,2,69,123
Rajasthan,Jalore,Jalore,Bhindi(Ladies Finger),Other,04/03/2019,3800,4000,3900,MEDIUM,19,18,2,69,123
Rajasthan,Jalore,Jalore,Bottle gourd,Other,04/03/2019,1000,1200,1100,MEDIUM,19,23,2,69,123
Rajasthan,Jalore,Jalore,Cabbage,Other,04/03/2019,800,1000,900,CHEAP,19,26,0,69,123
Rajasthan,Jalore,Jalore,Capsicum,Other,04/03/2019,2300,2500,2400,MEDIUM,19,27,2,69,123
Rajasthan,Jalore,Jalore,Carrot,Other,04/03/2019,800,1000,900,CHEAP,19,28,0,69,123
Rajasthan,Jalore,Jalore,Cauliflower,Other,04/03/2019,1000,1200,1100,MEDIUM,19,31,2,69,123
Rajasthan,Jalore,Jalore,Cucumbar(Kheera),Other,04/03/2019,2300,2500,2400,MEDIUM,19,45,2,69,123
Rajasthan,Jalore,Jalore,Ginger(Green),Other,04/03/2019,5800,6000,5900,EXPENSIVE,19,57,1,69,123
Rajasthan,Jalore,Jalore,Grapes,Green,04/03/2019,3300,3500,3400,MEDIUM,19,59,2,69,123
Rajasthan,Jalore,Jalore,Green Chilli,Other,04/03/2019,4300,4500,4400,EXPENSIVE,19,61,1,69,123
Rajasthan,Jalore,Jalore,Lemon,Other,04/03/2019,2300,2500,2400,MEDIUM,19,82,2,69,123
Rajasthan,Jalore,Jalore,Onion,Other,04/03/2019,600,800,700,CHEAP,19,101,0,69,123
Rajasthan,Jalore,Jalore,Papaya,Other,04/03/2019,1300,1500,1400,MEDIUM,19,106,2,69,123
Rajasthan,Jalore,Jalore,Pomegranate,Other,04/03/2019,1400,1600,1500,MEDIUM,19,117,2,69,123
Rajasthan,Jalore,Jalore,Tomato,Other,04/03/2019,1400,1600,1500,MEDIUM,19,147,2,69,123
Rajasthan,Jhalawar,Khanpur,Mustard,Other,04/03/2019,2549,3613,3613,MEDIUM,19,98,2,72,152
Rajasthan,Jhalawar,Khanpur,Soyabean,Other,04/03/2019,3500,3525,3525,MEDIUM,19,130,2,72,152
Rajasthan,Jhalawar,Khanpur,Wheat,Other,04/03/2019,1950,1975,1975,MEDIUM,19,152,2,72,152
Rajasthan,Kota,Itawa,Bengal Gram(Gram)(Whole),999,04/03/2019,3550,3550,3550,MEDIUM,19,15,2,94,117
Rajasthan,Kota,Itawa,Corriander seed,Other,04/03/2019,4152,4152,4152,EXPENSIVE,19,41,1,94,117
Rajasthan,Kota,Itawa,Mustard,Other,04/03/2019,2786,3471,3128,MEDIUM,19,98,2,94,117
Rajasthan,Kota,Itawa,Soyabean,Other,04/03/2019,3615,3615,3615,MEDIUM,19,130,2,94,117
Rajasthan,Kota,Itawa,Wheat,Other,04/03/2019,1915,1915,1915,MEDIUM,19,152,2,94,117
Rajasthan,Sikar,Sri Madhopur,Bajra(Pearl Millet/Cumbu),Other,04/03/2019,1700,1925,1812,MEDIUM,19,8,2,147,287
Rajasthan,Sikar,Sri Madhopur,Bengal Gram(Gram)(Whole),Other,04/03/2019,3400,3400,3400,MEDIUM,19,15,2,147,287
Rajasthan,Sikar,Sri Madhopur,Ground Nut Seed,Other,04/03/2019,3500,3500,3500,MEDIUM,19,65,2,147,287
Rajasthan,Sikar,Sri Madhopur,Guar Seed(Cluster Beans Seed),Other,04/03/2019,3850,3900,3875,MEDIUM,19,68,2,147,287
Rajasthan,Sikar,Surajgarh,Guar,Other,04/03/2019,4050,4050,4050,EXPENSIVE,19,67,1,147,290
Rajasthan,Tonk,Deoli,Bajra(Pearl Millet/Cumbu),Other,04/03/2019,1740,1740,1740,MEDIUM,19,8,2,164,72
Rajasthan,Tonk,Deoli,Maize,Other,04/03/2019,1875,1875,1875,MEDIUM,19,89,2,164,72
Rajasthan,Tonk,Deoli,Mustard,Other,04/03/2019,2900,3800,3350,MEDIUM,19,98,2,164,72
Rajasthan,Tonk,Deoli,Taramira,Other,04/03/2019,3111,3401,3256,MEDIUM,19,142,2,164,72
Rajasthan,Tonk,Deoli,Wheat,Other,04/03/2019,1835,1920,1878,MEDIUM,19,152,2,164,72
Rajasthan,Tonk,Uniyara,Black Gram (Urd Beans)(Whole),Other,04/03/2019,2650,2750,2700,MEDIUM,19,20,2,164,309
Tamil Nadu,Coimbatore,Anaimalai,Coconut,Other,04/03/2019,2800,3000,2900,MEDIUM,20,35,2,37,7
Tamil Nadu,Coimbatore,Annur,Tobacco,Other,04/03/2019,3000,3200,3100,MEDIUM,20,146,2,37,12
Tamil Nadu,Coimbatore,Coimbatore,Turmeric,Bulb,04/03/2019,5800,7200,6300,EXPENSIVE,20,148,1,37,66
Tamil Nadu,Coimbatore,Karamadai,Coconut,Other,04/03/2019,2000,3000,2500,MEDIUM,20,35,2,37,144
Tamil Nadu,Coimbatore,Madathukulam,Coconut,Coconut,04/03/2019,3050,3150,3100,MEDIUM,20,35,2,37,175
Tamil Nadu,Coimbatore,Madathukulam,Copra,Ball,04/03/2019,10250,10300,10275,EXPENSIVE,20,39,1,37,175
Tamil Nadu,Coimbatore,Madathukulam,Maize,Other,04/03/2019,1900,1950,1925,MEDIUM,20,89,2,37,175
Tamil Nadu,Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,04/03/2019,1680,1720,1700,MEDIUM,20,105,2,37,175
Tamil Nadu,Coimbatore,Negamam,Coconut,Other,04/03/2019,3100,3200,3150,MEDIUM,20,35,2,37,212
Tamil Nadu,Coimbatore,Palladam,Coconut,Other,04/03/2019,2040,2240,2140,MEDIUM,20,35,2,37,222
Tamil Nadu,Coimbatore,Pethappampatti,Copra,Copra,04/03/2019,9000,10000,9500,EXPENSIVE,20,39,1,37,238
Tamil Nadu,Coimbatore,Pethappampatti,Maize,Yellow,04/03/2019,1800,1950,1850,MEDIUM,20,89,2,37,238
Tamil Nadu,Coimbatore,Pollachi,Coconut,Other,04/03/2019,2600,2900,2720,MEDIUM,20,35,2,37,243
Tamil Nadu,Coimbatore,Pongalur,Coconut,Other,04/03/2019,2100,2700,2400,MEDIUM,20,35,2,37,244
Tamil Nadu,Coimbatore,Pudupalayam,Coconut,Coconut,04/03/2019,2170,2370,2270,MEDIUM,20,35,2,37,248
Tamil Nadu,Coimbatore,Senjeri,Coconut,Coconut,04/03/2019,2700,2900,2800,MEDIUM,20,35,2,37,277
Tamil Nadu,Coimbatore,Sevur,Groundnut,DMV-7,04/03/2019,5000,5340,5100,EXPENSIVE,20,66,1,37,278
Tamil Nadu,Coimbatore,Thondamuthur,Coconut,Other,04/03/2019,2700,2900,2800,MEDIUM,20,35,2,37,301
Tamil Nadu,Coimbatore,Udumalpet,Coconut,Other,04/03/2019,2700,2800,2750,MEDIUM,20,35,2,37,307
Tamil Nadu,Coimbatore,Udumalpet,Copra,other,04/03/2019,8900,10250,9350,EXPENSIVE,20,39,1,37,307
Tamil Nadu,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),04/03/2019,1800,1900,1850,MEDIUM,20,89,2,37,307
Tamil Nadu,Cuddalore,Cuddalore,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,4559,4789,4789,EXPENSIVE,20,20,1,38,67
Tamil Nadu,Cuddalore,Cuddalore,Groundnut,Other,04/03/2019,6036,7361,7034,EXPENSIVE,20,66,1,38,67
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),B P T,04/03/2019,1344,1555,1500,MEDIUM,20,105,2,38,67
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Other,04/03/2019,1616,1616,1616,MEDIUM,20,105,2,38,67
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Pommani,04/03/2019,1407,1407,1407,MEDIUM,20,105,2,38,67
Tamil Nadu,Cuddalore,Kurinchipadi,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,4606,4806,4706,EXPENSIVE,20,20,1,38,168
Tamil Nadu,Cuddalore,Kurinchipadi,Groundnut,Other,04/03/2019,6861,7240,7036,EXPENSIVE,20,66,1,38,168
Tamil Nadu,Dharmapuri,Dharampuri,Tamarind Fruit,Chapathi,04/03/2019,4000,7500,6000,EXPENSIVE,20,140,1,42,79
Tamil Nadu,Dharmapuri,Palakode,Coconut Seed,Other,04/03/2019,1000,1500,1200,MEDIUM,20,37,2,42,218
Tamil Nadu,Dharmapuri,Papparapatti,Cotton,Other,04/03/2019,5200,5700,5600,EXPENSIVE,20,42,1,42,231
Tamil Nadu,Dharmapuri,Papparapatti,Tamarind Fruit,Chapathi,04/03/2019,4000,6800,5900,EXPENSIVE,20,140,1,42,231
Tamil Nadu,Dharmapuri,Pappireddipatti,Coconut Seed,Other,04/03/2019,1000,1500,1200,MEDIUM,20,37,2,42,232
Tamil Nadu,Dharmapuri,Pennagaram,Groundnut,Other,04/03/2019,4900,5200,5000,EXPENSIVE,20,66,1,42,237
Tamil Nadu,Dindigul,Gopalpatti,Coconut,Medium,04/03/2019,1100,2100,1600,MEDIUM,20,35,2,45,103
Tamil Nadu,Dindigul,Gopalpatti,Maize,Medium,04/03/2019,1500,1700,1600,MEDIUM,20,89,2,45,103
Tamil Nadu,Dindigul,Palani,Coconut,Coconut,04/03/2019,1500,1800,1650,MEDIUM,20,35,2,45,220
Tamil Nadu,Erode,Dharapuram,Coconut,Big,04/03/2019,2505,3275,3000,MEDIUM,20,35,2,49,80
Tamil Nadu,Erode,Elumathur,Coconut,Other,04/03/2019,2535,3410,2870,MEDIUM,20,35,2,49,89
Tamil Nadu,Erode,Kodumudi,Coconut,Other,04/03/2019,2635,3000,2935,MEDIUM,20,35,2,49,156
Tamil Nadu,Erode,Kodumudi,Copra,other,04/03/2019,9605,10205,10195,EXPENSIVE,20,39,1,49,156
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Black,04/03/2019,11300,14677,14509,EXPENSIVE,20,128,1,49,156
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Red,04/03/2019,10249,11791,11681,EXPENSIVE,20,128,1,49,156
Tamil Nadu,Erode,Kunnathur,Coconut,Coconut,04/03/2019,2500,2600,2530,MEDIUM,20,35,2,49,167
Tamil Nadu,Erode,Muthur,Coconut,Coconut,04/03/2019,2505,3275,3225,MEDIUM,20,35,2,49,201
Tamil Nadu,Erode,Vellakkoil,Copra,Copra,04/03/2019,5305,10915,8845,EXPENSIVE,20,39,1,49,315
Tamil Nadu,Kancheepuram,Acharapakkam,Paddy(Dhan)(Common),ADT 37,04/03/2019,1350,1480,1420,MEDIUM,20,105,2,78,0
Tamil Nadu,Kancheepuram,Chengalpattu,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560,MEDIUM,20,105,2,78,55
Tamil Nadu,Kancheepuram,Gummidipoondy,Paddy(Dhan)(Common),ADT 37,04/03/2019,1450,1750,1550,MEDIUM,20,105,2,78,108
Tamil Nadu,Kancheepuram,Kanchipuram,Paddy(Dhan)(Common),ADT 37,04/03/2019,1220,1410,1350,MEDIUM,20,105,2,78,139
Tamil Nadu,Kancheepuram,Maduranthagam,Paddy(Dhan)(Common),ADT 37,04/03/2019,1360,1480,1420,MEDIUM,20,105,2,78,178
Tamil Nadu,Kancheepuram,Pallipattu,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560,MEDIUM,20,105,2,78,224
Tamil Nadu,Kancheepuram,Ponner,Paddy(Dhan)(Common),ADT 43,04/03/2019,1450,1750,1550,MEDIUM,20,105,2,78,245
Tamil Nadu,Kancheepuram,Sunguvarchatram,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560,MEDIUM,20,105,2,78,289
Tamil Nadu,Kancheepuram,Uthiramerur,Paddy(Dhan)(Common),ADT 37,04/03/2019,1400,1407,1404,MEDIUM,20,105,2,78,311
Tamil Nadu,Krishnagiri,Bargur,Coconut Seed,Other,04/03/2019,1500,1950,1800,MEDIUM,20,37,2,96,26
Tamil Nadu,Krishnagiri,Pochampalli,Coconut Seed,Other,04/03/2019,1500,2100,1950,MEDIUM,20,37,2,96,242
Tamil Nadu,Krishnagiri,Uthangarai,Coconut Seed,Other,04/03/2019,1500,2100,1950,MEDIUM,20,37,2,96,310
Tamil Nadu,Krishnagiri,Uthangarai,Cotton,Other,04/03/2019,5200,6200,5700,EXPENSIVE,20,42,1,96,310
Tamil Nadu,Madurai,Melur,Coconut,Medium,04/03/2019,1350,2150,1750,MEDIUM,20,35,2,102,192
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 36,04/03/2019,1790,1850,1820,MEDIUM,20,105,2,102,192
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 43,04/03/2019,1810,1870,1840,MEDIUM,20,105,2,102,192
Tamil Nadu,Madurai,Melur,"Sesamum(Sesame,Gingelly,Til)",Black,04/03/2019,6200,8000,7100,EXPENSIVE,20,128,1,102,192
Tamil Nadu,Madurai,Thirumangalam,Cotton,MCU 5,04/03/2019,4200,4300,4250,EXPENSIVE,20,42,1,102,299
Tamil Nadu,Madurai,Thirumangalam,Cotton,Other,04/03/2019,3950,4080,4000,MEDIUM,20,42,2,102,299
Tamil Nadu,Madurai,Thirumangalam,Jowar(Sorghum),Red,04/03/2019,2100,2200,2150,MEDIUM,20,73,2,102,299
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),ADT 43,04/03/2019,1800,1900,1850,MEDIUM,20,105,2,102,299
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),Ponni,04/03/2019,2400,2500,2450,MEDIUM,20,105,2,102,299
Tamil Nadu,Nagercoil (Kannyiakumari),Kalliakavillai,Cashewnuts,Local(Raw),04/03/2019,9500,11500,10500,EXPENSIVE,20,29,1,118,136
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Bulb,04/03/2019,5050,6050,5740,EXPENSIVE,20,148,1,121,207
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Finger,04/03/2019,6500,7500,6800,EXPENSIVE,20,148,1,121,207
Tamil Nadu,Namakkal,Namakkal,Copra,Ball,04/03/2019,8100,8700,8400,EXPENSIVE,20,39,1,121,208
Tamil Nadu,Namakkal,Rasipuram,Copra,other,04/03/2019,8500,10400,9450,EXPENSIVE,20,39,1,121,260
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Bulb,04/03/2019,6712,7288,6950,EXPENSIVE,20,148,1,121,305
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Finger,04/03/2019,7412,8609,8000,EXPENSIVE,20,148,1,121,305
Tamil Nadu,Namakkal,Velur,Coconut,Other,04/03/2019,2200,2500,2350,MEDIUM,20,35,2,121,317
Tamil Nadu,Ramanathapuram,Sivagangai,Paddy(Dhan)(Common),ADT 36,04/03/2019,1780,1830,1810,MEDIUM,20,105,2,136,285
Tamil Nadu,Salem,Attur,Copra,Ball,04/03/2019,9400,10300,9700,EXPENSIVE,20,39,1,141,18
Tamil Nadu,Salem,Attur,Tapioca,Other,04/03/2019,210,230,220,CHEAP,20,141,0,141,18
Tamil Nadu,Salem,Gangavalli,Cotton,Other,04/03/2019,5600,5700,5650,EXPENSIVE,20,42,1,141,94
Tamil Nadu,Salem,Karumanturai,Coconut,Other,04/03/2019,1980,2440,2210,MEDIUM,20,35,2,141,145
Tamil Nadu,Salem,Kolathur,Cotton,Other,04/03/2019,4600,5000,4800,EXPENSIVE,20,42,1,141,159
Tamil Nadu,Salem,Konganapuram,Cotton,Other,04/03/2019,5000,5400,5200,EXPENSIVE,20,42,1,141,163
Tamil Nadu,Salem,Omalur,Coconut,Other,04/03/2019,1160,1400,1280,MEDIUM,20,35,2,141,215
Tamil Nadu,Salem,Salem,Turmeric,Finger,04/03/2019,6940,7395,7120,EXPENSIVE,20,148,1,141,267
Tamil Nadu,Salem,Thalaivasal,Maize,Other,04/03/2019,1790,1880,1840,MEDIUM,20,89,2,141,294
Tamil Nadu,Salem,Thammampati,Cotton,GCH,04/03/2019,5600,5650,5625,EXPENSIVE,20,42,1,141,295
Tamil Nadu,Salem,Vazhapadi,Coconut,Other,04/03/2019,2080,2540,2310,MEDIUM,20,35,2,141,314
Tamil Nadu,Sivaganga,Singampuneri,Coconut,Other,04/03/2019,800,1200,950,CHEAP,20,35,0,149,283
Tamil Nadu,Thanjavur,Budalur,Paddy(Dhan)(Common),B P T,04/03/2019,1900,2100,2000,MEDIUM,20,105,2,159,48
