state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,price_category,state_encoded,commodity_encoded,label_encoded,district_encoded,market_encoded
Maharashtra,Pune,Pune,Pineapple,Other,04/03/2019,1000,2000,1400,MEDIUM,12,114,2,133,249
Maharashtra,Pune,Pune,Potato,Other,04/03/2019,800,1350,1100,MEDIUM,12,118,2,133,249
Maharashtra,Pune,Pune,Pumpkin,Other,04/03/2019,800,2000,1500,MEDIUM,12,119,2,133,249
Maharashtra,Pune,Pune,Raddish,Other,04/03/2019,7,20,12,CHEAP,12,120,0,133,249
Maharashtra,Pune,Pune,Rajgir,Other,04/03/2019,3,5,4,CHEAP,12,122,0,133,249
Maharashtra,Pune,Pune,Ridgeguard(Tori),Other,04/03/2019,2500,4500,3000,MEDIUM,12,124,2,133,249
Maharashtra,Pune,Pune,Snakeguard,Other,04/03/2019,1500,2000,1700,MEDIUM,12,129,2,133,249
Maharashtra,Pune,Pune,Spinach,Other,04/03/2019,3,5,4,CHEAP,12,131,0,133,249
Maharashtra,Pune,Pune,Sweet Potato,Other,04/03/2019,1000,2500,1500,MEDIUM,12,137,2,133,249
Maharashtra,Pune,Pune,Sweet Pumpkin,Other,04/03/2019,600,1800,1000,CHEAP,12,138,0,133,249
Maharashtra,Pune,Pune,Tender Coconut,Other,04/03/2019,300,900,400,CHEAP,12,143,0,133,249
Maharashtra,Pune,Pune,Tomato,Local,04/03/2019,700,1400,1000,CHEAP,12,147,0,133,249
Maharashtra,Pune,Pune,Water Melon,Other,04/03/2019,300,1000,400,CHEAP,12,151,0,133,249
Maharashtra,Pune,Pune(Hadapsar),Bhindi(Ladies Finger),Other,04/03/2019,4000,6000,5000,EXPENSIVE,12,18,1,133,250
Maharashtra,Pune,Pune(Hadapsar),Bitter gourd,Other,04/03/2019,4000,6000,5000,EXPENSIVE,12,19,1,133,250
Maharashtra,Pune,Pune(Hadapsar),Bottle gourd,Other,04/03/2019,1000,2000,1500,MEDIUM,12,23,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Brinjal,Other,04/03/2019,1000,2500,1800,MEDIUM,12,24,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Cabbage,Other,04/03/2019,600,1000,800,CHEAP,12,26,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Cauliflower,Other,04/03/2019,600,1200,1000,CHEAP,12,31,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Coriander(Leaves),Other,04/03/2019,2,4,3,CHEAP,12,40,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Cucumbar(Kheera),Other,04/03/2019,2000,4000,3000,MEDIUM,12,45,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Grapes,Other,04/03/2019,3000,3000,3000,MEDIUM,12,59,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Guava,Other,04/03/2019,4000,4700,4500,EXPENSIVE,12,69,1,133,250
Maharashtra,Pune,Pune(Hadapsar),Leafy Vegetable,Other,04/03/2019,1800,1800,1800,MEDIUM,12,81,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Methi(Leaves),Other,04/03/2019,3,10,6,CHEAP,12,94,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Mint(Pudina),Other,04/03/2019,6,6,6,CHEAP,12,95,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Onion,Local,04/03/2019,200,600,300,CHEAP,12,101,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Onion Green,Other,04/03/2019,3,7,5,CHEAP,12,102,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Peas Wet,Other,04/03/2019,3000,5000,4000,MEDIUM,12,109,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Raddish,Other,04/03/2019,3,12,8,CHEAP,12,120,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Rajgir,Other,04/03/2019,2,4,3,CHEAP,12,122,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Ridgeguard(Tori),Other,04/03/2019,5000,7000,6000,EXPENSIVE,12,124,1,133,250
Maharashtra,Pune,Pune(Hadapsar),Spinach,Other,04/03/2019,1,4,3,CHEAP,12,131,0,133,250
Maharashtra,Pune,Pune(Hadapsar),Tomato,Other,04/03/2019,700,1800,1400,MEDIUM,12,147,2,133,250
Maharashtra,Pune,Pune(Hadapsar),Water Melon,Other,04/03/2019,700,900,800,CHEAP,12,151,0,133,250
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,04/03/2019,800,1000,900,CHEAP,12,28,0,133,251
Maharashtra,Pune,Pune(Khadiki),Cauliflower,Other,04/03/2019,700,800,750,CHEAP,12,31,0,133,251
Maharashtra,Pune,Pune(Khadiki),Coriander(Leaves),Other,04/03/2019,3,4,4,CHEAP,12,40,0,133,251
Maharashtra,Pune,Pune(Khadiki),Green Chilli,Other,04/03/2019,1600,3200,2400,MEDIUM,12,61,2,133,251
Maharashtra,Pune,Pune(Khadiki),Onion,Local,04/03/2019,300,500,400,CHEAP,12,101,0,133,251
Maharashtra,Pune,Pune(Khadiki),Onion Green,Other,04/03/2019,5,5,5,CHEAP,12,102,0,133,251
Maharashtra,Pune,Pune(Khadiki),Potato,Other,04/03/2019,500,1200,850,CHEAP,12,118,0,133,251
Maharashtra,Pune,Pune(Khadiki),Raddish,Other,04/03/2019,8,8,8,CHEAP,12,120,0,133,251
Maharashtra,Pune,Pune(Khadiki),Spinach,Other,04/03/2019,3,5,4,CHEAP,12,131,0,133,251
Maharashtra,Pune,Pune(Khadiki),Tomato,Local,04/03/2019,800,1200,1000,CHEAP,12,147,0,133,251
Maharashtra,Pune,Pune(Pimpri),Beans,Other,04/03/2019,3000,4200,3600,MEDIUM,12,12,2,133,252
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,04/03/2019,1400,1400,1400,MEDIUM,12,13,2,133,252
Maharashtra,Pune,Pune(Pimpri),Bottle gourd,Other,04/03/2019,2000,2000,2000,MEDIUM,12,23,2,133,252
Maharashtra,Pune,Pune(Pimpri),Brinjal,Other,04/03/2019,2200,3000,2600,MEDIUM,12,24,2,133,252
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,04/03/2019,1500,1600,1550,MEDIUM,12,26,2,133,252
Maharashtra,Pune,Pune(Pimpri),Cauliflower,Other,04/03/2019,1200,1200,1200,MEDIUM,12,31,2,133,252
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,04/03/2019,3,4,4,CHEAP,12,40,0,133,252
Maharashtra,Pune,Pune(Pimpri),Drumstick,Other,04/03/2019,5000,5000,5000,EXPENSIVE,12,46,1,133,252
Maharashtra,Pune,Pune(Pimpri),Onion,Local,04/03/2019,500,600,550,CHEAP,12,101,0,133,252
Maharashtra,Pune,Pune(Pimpri),Potato,Other,04/03/2019,1000,1000,1000,CHEAP,12,118,0,133,252
Maharashtra,Pune,Pune(Pimpri),Raddish,Other,04/03/2019,8,12,10,CHEAP,12,120,0,133,252
Maharashtra,Pune,Pune(Pimpri),Spinach,Other,04/03/2019,8,9,9,CHEAP,12,131,0,133,252
Maharashtra,Pune,Pune(Pimpri),Tomato,Local,04/03/2019,1200,1200,1200,MEDIUM,12,147,2,133,252
Maharashtra,Satara,Karad,Apple,Simla,04/03/2019,5400,8000,8000,EXPENSIVE,12,3,1,142,142
Maharashtra,Satara,Karad,Banana,Other,04/03/2019,600,1000,1000,CHEAP,12,9,0,142,142
Maharashtra,Satara,Karad,Beans,Other,04/03/2019,2000,2500,2500,MEDIUM,12,12,2,142,142
Maharashtra,Satara,Karad,Bhindi(Ladies Finger),Other,04/03/2019,3500,4000,4000,MEDIUM,12,18,2,142,142
Maharashtra,Satara,Karad,Bitter gourd,Other,04/03/2019,3000,3700,3700,MEDIUM,12,19,2,142,142
Maharashtra,Satara,Karad,Bottle gourd,Other,04/03/2019,500,1000,1000,CHEAP,12,23,0,142,142
Maharashtra,Satara,Karad,Brinjal,Other,04/03/2019,500,800,800,CHEAP,12,24,0,142,142
Maharashtra,Satara,Karad,Cabbage,Other,04/03/2019,500,1000,1000,CHEAP,12,26,0,142,142
Maharashtra,Satara,Karad,Carrot,Other,04/03/2019,500,1000,1000,CHEAP,12,28,0,142,142
Maharashtra,Satara,Karad,Cauliflower,Other,04/03/2019,400,900,900,CHEAP,12,31,0,142,142
Maharashtra,Satara,Karad,Chikoos(Sapota),Other,04/03/2019,2000,2500,2500,MEDIUM,12,32,2,142,142
Maharashtra,Satara,Karad,Chilly Capsicum,Other,04/03/2019,3000,3500,3500,MEDIUM,12,33,2,142,142
Maharashtra,Satara,Karad,Coriander(Leaves),Other,04/03/2019,1,2,2,CHEAP,12,40,0,142,142
Maharashtra,Satara,Karad,Cucumbar(Kheera),Other,04/03/2019,1500,2000,2000,MEDIUM,12,45,2,142,142
Maharashtra,Satara,Karad,Drumstick,Other,04/03/2019,1600,2000,2000,MEDIUM,12,46,2,142,142
Maharashtra,Satara,Karad,Garlic,Other,04/03/2019,3000,3400,3400,MEDIUM,12,53,2,142,142
Maharashtra,Satara,Karad,Ginger(Dry),Other,04/03/2019,5000,6500,6500,EXPENSIVE,12,56,1,142,142
Maharashtra,Satara,Karad,Grapes,Other,04/03/2019,1500,2250,2250,MEDIUM,12,59,2,142,142
Maharashtra,Satara,Karad,Green Chilli,Other,04/03/2019,3500,4500,4500,EXPENSIVE,12,61,1,142,142
Maharashtra,Satara,Karad,Guar,Other,04/03/2019,4000,4600,4600,EXPENSIVE,12,67,1,142,142
Maharashtra,Satara,Karad,Onion,Other,04/03/2019,400,800,800,CHEAP,12,101,0,142,142
Maharashtra,Satara,Karad,Onion Green,Other,04/03/2019,2,3,3,CHEAP,12,102,0,142,142
Maharashtra,Satara,Karad,Peas Wet,Other,04/03/2019,2000,2600,2600,MEDIUM,12,109,2,142,142
Maharashtra,Satara,Karad,Pomegranate,Other,04/03/2019,2000,2500,2500,MEDIUM,12,117,2,142,142
Maharashtra,Satara,Karad,Potato,Local,04/03/2019,1000,1500,1500,MEDIUM,12,118,2,142,142
Maharashtra,Satara,Karad,Ridgeguard(Tori),Other,04/03/2019,3000,3800,3800,MEDIUM,12,124,2,142,142
Maharashtra,Satara,Karad,Spinach,Other,04/03/2019,1,2,2,CHEAP,12,131,0,142,142
Maharashtra,Satara,Karad,Sweet Potato,Hosur Red,04/03/2019,1000,1800,1800,MEDIUM,12,137,2,142,142
Maharashtra,Satara,Karad,Tomato,Other,04/03/2019,600,1000,1000,CHEAP,12,147,0,142,142
Maharashtra,Satara,Karad,Water Melon,Other,04/03/2019,600,700,700,CHEAP,12,151,0,142,142
Maharashtra,Sholapur,Akluj,Brinjal,Other,04/03/2019,1500,2500,2000,MEDIUM,12,24,2,146,4
Maharashtra,Sholapur,Akluj,Potato,Local,04/03/2019,1200,1600,1400,MEDIUM,12,118,2,146,4
Maharashtra,Sholapur,Mangal Wedha,Bhindi(Ladies Finger),Other,04/03/2019,800,4300,2800,MEDIUM,12,18,2,146,183
Maharashtra,Sholapur,Mangal Wedha,Bitter gourd,Other,04/03/2019,3100,3100,3100,MEDIUM,12,19,2,146,183
Maharashtra,Sholapur,Mangal Wedha,Brinjal,Other,04/03/2019,600,2400,1300,MEDIUM,12,24,2,146,183
Maharashtra,Sholapur,Mangal Wedha,Coriander(Leaves),Other,04/03/2019,1,3,2,CHEAP,12,40,0,146,183
Maharashtra,Sholapur,Mangal Wedha,Cucumbar(Kheera),Other,04/03/2019,400,3600,2000,MEDIUM,12,45,2,146,183
Maharashtra,Sholapur,Mangal Wedha,Green Chilli,Other,04/03/2019,3500,6600,5000,EXPENSIVE,12,61,1,146,183
Maharashtra,Sholapur,Mangal Wedha,Onion,Other,04/03/2019,100,700,500,CHEAP,12,101,0,146,183
Maharashtra,Sholapur,Mangal Wedha,Ridgeguard(Tori),Other,04/03/2019,1000,5900,2900,MEDIUM,12,124,2,146,183
Maharashtra,Sholapur,Mangal Wedha,Tomato,Other,04/03/2019,300,1700,1000,CHEAP,12,147,0,146,183
Maharashtra,Sholapur,Pandharpur,Banana,Other,04/03/2019,425,511,475,CHEAP,12,9,0,146,227
Manipur,Bishnupur,Bishenpur,Banana,Other,04/03/2019,3300,4000,3500,MEDIUM,13,9,2,28,40
Manipur,Bishnupur,Bishenpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,04/03/2019,0,9600,9600,EXPENSIVE,13,14,1,28,40
Manipur,Bishnupur,Bishenpur,Cabbage,Cabbage,04/03/2019,1100,1300,1300,MEDIUM,13,26,2,28,40
Manipur,Bishnupur,Bishenpur,Cauliflower,Cauliflower,04/03/2019,2300,2500,2500,MEDIUM,13,31,2,28,40
Manipur,Bishnupur,Bishenpur,Ginger(Green),Green Ginger,04/03/2019,4300,4500,4500,EXPENSIVE,13,57,1,28,40
Manipur,Bishnupur,Bishenpur,Masur Dal,Masur Dal,04/03/2019,7300,7350,7300,EXPENSIVE,13,93,1,28,40
Manipur,Bishnupur,Bishenpur,Onion,Onion,04/03/2019,2400,2500,2500,MEDIUM,13,101,2,28,40
Manipur,Bishnupur,Bishenpur,Paddy(Dhan)(Common),Other,04/03/2019,2250,2250,2250,MEDIUM,13,105,2,28,40
Manipur,Bishnupur,Bishenpur,Potato,Other,04/03/2019,800,1000,1000,CHEAP,13,118,0,28,40
Manipur,Bishnupur,Bishenpur,Rice,Other,04/03/2019,3700,3700,3700,MEDIUM,13,123,2,28,40
Manipur,Chandel,Moreh,Banana,Other,04/03/2019,2800,3200,3000,MEDIUM,13,9,2,33,198
Manipur,Chandel,Moreh,Cabbage,Other,04/03/2019,800,1200,1000,CHEAP,13,26,0,33,198
Manipur,Chandel,Moreh,Cauliflower,Other,04/03/2019,1800,2200,2000,MEDIUM,13,31,2,33,198
Manipur,Chandel,Moreh,Dry Chillies,Other,04/03/2019,13000,13500,13300,EXPENSIVE,13,47,1,33,198
Manipur,Chandel,Moreh,Ginger(Green),Green Ginger,04/03/2019,3300,3700,3500,MEDIUM,13,57,2,33,198
Manipur,Chandel,Moreh,Masur Dal,Masur Dal,04/03/2019,0,7400,7400,EXPENSIVE,13,93,1,33,198
Manipur,Chandel,Moreh,Onion,Other,04/03/2019,2300,2500,2500,MEDIUM,13,101,2,33,198
Manipur,Chandel,Moreh,Potato,Other,04/03/2019,1200,1600,1400,MEDIUM,13,118,2,33,198
Manipur,Chandel,Moreh,Rice,Other,04/03/2019,3500,3500,3500,MEDIUM,13,123,2,33,198
Manipur,Imphal East,Lamlong Bazaar,Banana,Other,04/03/2019,2800,3500,3500,MEDIUM,13,9,2,64,171
Manipur,Imphal East,Lamlong Bazaar,Cabbage,Cabbage,04/03/2019,1300,1500,1500,MEDIUM,13,26,2,64,171
Manipur,Imphal East,Lamlong Bazaar,Cauliflower,Cauliflower,04/03/2019,2300,2500,2500,MEDIUM,13,31,2,64,171
Manipur,Imphal East,Lamlong Bazaar,Dry Chillies,Other,04/03/2019,13000,15000,15000,EXPENSIVE,13,47,1,64,171
Manipur,Imphal East,Lamlong Bazaar,Ginger(Green),Green Ginger,04/03/2019,5300,5500,5500,EXPENSIVE,13,57,1,64,171
Manipur,Imphal East,Lamlong Bazaar,Masur Dal,Masur Dal,04/03/2019,0,8200,8200,EXPENSIVE,13,93,1,64,171
Manipur,Imphal East,Lamlong Bazaar,Onion,Other,04/03/2019,1300,2500,2500,MEDIUM,13,101,2,64,171
Manipur,Imphal East,Lamlong Bazaar,Paddy(Dhan)(Common),Other,04/03/2019,0,2500,2500,MEDIUM,13,105,2,64,171
Manipur,Imphal East,Lamlong Bazaar,Potato,Other,04/03/2019,800,1000,1000,CHEAP,13,118,0,64,171
Manipur,Imphal East,Lamlong Bazaar,Rice,Other,04/03/2019,3900,4100,4100,EXPENSIVE,13,123,1,64,171
Manipur,Imphal West,Imphal,Banana,Other,04/03/2019,3300,3500,3500,MEDIUM,13,9,2,65,114
Manipur,Imphal West,Imphal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,04/03/2019,0,8000,8000,EXPENSIVE,13,14,1,65,114
Manipur,Imphal West,Imphal,Cabbage,Other,04/03/2019,1300,1500,1500,MEDIUM,13,26,2,65,114
Manipur,Imphal West,Imphal,Cauliflower,Other,04/03/2019,1800,2000,2000,MEDIUM,13,31,2,65,114
Manipur,Imphal West,Imphal,Dry Chillies,Other,04/03/2019,14800,15000,15000,EXPENSIVE,13,47,1,65,114
Manipur,Imphal West,Imphal,Ginger(Green),Green Ginger,04/03/2019,2800,3000,3000,MEDIUM,13,57,2,65,114
Manipur,Imphal West,Imphal,Masur Dal,Masur Dal,04/03/2019,0,7000,7000,EXPENSIVE,13,93,1,65,114
Manipur,Imphal West,Imphal,Onion,Other,04/03/2019,2300,2700,2500,MEDIUM,13,101,2,65,114
Manipur,Imphal West,Imphal,Paddy(Dhan)(Common),Other,04/03/2019,1050,2250,2250,MEDIUM,13,105,2,65,114
Manipur,Imphal West,Imphal,Potato,Other,04/03/2019,1500,1500,1500,MEDIUM,13,118,2,65,114
Manipur,Imphal West,Imphal,Rice,Other,04/03/2019,3800,3800,3800,MEDIUM,13,123,2,65,114
Manipur,Thoubal,Thoubal,Banana,Other,04/03/2019,3000,4000,3500,MEDIUM,13,9,2,163,302
Manipur,Thoubal,Thoubal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,04/03/2019,0,11000,11000,EXPENSIVE,13,14,1,163,302
Manipur,Thoubal,Thoubal,Cabbage,Cabbage,04/03/2019,700,1300,1000,CHEAP,13,26,0,163,302
Manipur,Thoubal,Thoubal,Cauliflower,Cauliflower,04/03/2019,1700,2300,2000,MEDIUM,13,31,2,163,302
Manipur,Thoubal,Thoubal,Dry Chillies,Other,04/03/2019,13500,14500,14000,EXPENSIVE,13,47,1,163,302
Manipur,Thoubal,Thoubal,Ginger(Green),Green Ginger,04/03/2019,5000,5500,5500,EXPENSIVE,13,57,1,163,302
Manipur,Thoubal,Thoubal,Masur Dal,Masur Dal,04/03/2019,0,7500,7500,EXPENSIVE,13,93,1,163,302
Manipur,Thoubal,Thoubal,Onion,Other,04/03/2019,0,2000,2000,MEDIUM,13,101,2,163,302
Manipur,Thoubal,Thoubal,Paddy(Dhan)(Common),Other,04/03/2019,2375,2375,2375,MEDIUM,13,105,2,163,302
Manipur,Thoubal,Thoubal,Potato,Other,04/03/2019,800,1200,1000,CHEAP,13,118,0,163,302
Manipur,Thoubal,Thoubal,Rice,Other,04/03/2019,3900,3900,3900,MEDIUM,13,123,2,163,302
Manipur,Thoubal,Thoubal,Turmeric (raw),Turmeric (raw),04/03/2019,0,2500,2500,MEDIUM,13,149,2,163,302
Meghalaya,East Khasi Hills,Shillong,Arecanut(Betelnut/Supari),New Variety,04/03/2019,9500,17000,13500,EXPENSIVE,14,4,1,47,282
Meghalaya,East Khasi Hills,Shillong,Banana,Champa,04/03/2019,3500,4500,4000,MEDIUM,14,9,2,47,282
Meghalaya,East Khasi Hills,Shillong,Betal Leaves,Local,04/03/2019,21000,30000,26500,EXPENSIVE,14,17,1,47,282
Meghalaya,East Khasi Hills,Shillong,Ginger(Dry),Dry,04/03/2019,6000,7000,6500,EXPENSIVE,14,56,1,47,282
Meghalaya,East Khasi Hills,Shillong,Orange,Orange,04/03/2019,3500,4500,4000,MEDIUM,14,103,2,47,282
Meghalaya,East Khasi Hills,Shillong,Pumpkin,Pumpkin,04/03/2019,1700,2000,1850,MEDIUM,14,119,2,47,282
Nagaland,Mokokchung,Mangkolemba,Arecanut(Betelnut/Supari),api,04/03/2019,1400,1700,1500,MEDIUM,15,4,2,112,184
Nagaland,Mokokchung,Mangkolemba,Banana - Green,Banana - Green,04/03/2019,4100,4400,4200,EXPENSIVE,15,10,1,112,184
Nagaland,Mokokchung,Mangkolemba,Cabbage,Cabbage,04/03/2019,2100,2400,2300,MEDIUM,15,26,2,112,184
Nagaland,Mokokchung,Mangkolemba,Ginger(Green),Green Ginger,04/03/2019,1600,1900,1700,MEDIUM,15,57,2,112,184
Nagaland,Mokokchung,Mangkolemba,Leafy Vegetable,Leafy Vegetables,04/03/2019,1600,1900,1700,MEDIUM,15,81,2,112,184
Nagaland,Mokokchung,Mangkolemba,Turmeric (raw),Other,04/03/2019,1500,1800,1700,MEDIUM,15,149,2,112,184
Odisha,Angul,Angul,Brinjal,Other,04/03/2019,400,600,500,CHEAP,16,24,0,9,9
Odisha,Angul,Angul(Jarapada),Brinjal,Other,04/03/2019,400,600,500,CHEAP,16,24,0,9,10
Odisha,Angul,Pallahara,Potato,Other,04/03/2019,700,900,800,CHEAP,16,118,0,9,223
Odisha,Balasore,Jaleswar,Brinjal,Other,04/03/2019,1100,1300,1200,MEDIUM,16,24,2,15,122
Odisha,Balasore,Jaleswar,Cabbage,Other,04/03/2019,600,800,700,CHEAP,16,26,0,15,122
Odisha,Balasore,Jaleswar,Garlic,Other,04/03/2019,5000,5200,5100,EXPENSIVE,16,53,1,15,122
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,04/03/2019,7400,7600,7500,EXPENSIVE,16,56,1,15,122
Odisha,Balasore,Jaleswar,Onion,Other,04/03/2019,1000,1150,1100,MEDIUM,16,101,2,15,122
Odisha,Balasore,Jaleswar,Tomato,Other,04/03/2019,600,800,700,CHEAP,16,147,0,15,122
Odisha,Balasore,Nilagiri,Cabbage,Other,04/03/2019,500,600,550,CHEAP,16,26,0,15,214
Odisha,Balasore,Nilagiri,Carrot,Other,04/03/2019,1400,1500,1450,MEDIUM,16,28,2,15,214
Odisha,Balasore,Nilagiri,Garlic,Other,04/03/2019,2800,3000,2900,MEDIUM,16,53,2,15,214
Odisha,Balasore,Nilagiri,Tomato,Other,04/03/2019,550,650,600,CHEAP,16,147,0,15,214
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,04/03/2019,1750,1770,1750,MEDIUM,16,105,2,20,100
Odisha,Dhenkanal,Hindol,Banana - Green,Other,04/03/2019,2500,3000,2800,MEDIUM,16,10,2,43,113
Odisha,Dhenkanal,Hindol,Beans,Other,04/03/2019,2400,2600,2500,MEDIUM,16,12,2,43,113
Odisha,Dhenkanal,Hindol,Bhindi(Ladies Finger),Bhindi,04/03/2019,3500,4000,3800,MEDIUM,16,18,2,43,113
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,04/03/2019,4000,4500,4200,EXPENSIVE,16,19,1,43,113
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,04/03/2019,800,1200,1000,CHEAP,16,24,0,43,113
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,04/03/2019,2200,2500,2400,MEDIUM,16,45,2,43,113
Odisha,Dhenkanal,Hindol,Onion,Other,04/03/2019,1200,1400,1300,MEDIUM,16,101,2,43,113
Odisha,Dhenkanal,Hindol,Potato,Potato,04/03/2019,800,1000,900,CHEAP,16,118,0,43,113
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,04/03/2019,1200,1400,1300,MEDIUM,16,119,2,43,113
Odisha,Dhenkanal,Hindol,Tomato,Tomato,04/03/2019,700,1000,800,CHEAP,16,147,0,43,113
Odisha,Gajapati,Kasinagar,Banana,Banana - Ripe,04/03/2019,2500,3000,3000,MEDIUM,16,9,2,55,148
Odisha,Gajapati,Kasinagar,Bhindi(Ladies Finger),Other,04/03/2019,2500,3000,3000,MEDIUM,16,18,2,55,148
Odisha,Gajapati,Kasinagar,Brinjal,Other,04/03/2019,800,1000,1000,CHEAP,16,24,0,55,148
Odisha,Gajapati,Kasinagar,Tomato,Other,04/03/2019,1000,1200,1200,MEDIUM,16,147,2,55,148
Odisha,Gajapati,Kasinagar,Water Melon,Other,04/03/2019,2500,3000,3000,MEDIUM,16,151,2,55,148
Odisha,Gajapati,Parlakhemundi,Banana,Other,04/03/2019,2500,3000,3000,MEDIUM,16,9,2,55,234
Odisha,Gajapati,Parlakhemundi,Coconut,Other,04/03/2019,1400,1500,1500,MEDIUM,16,35,2,55,234
Odisha,Ganjam,Bhanjanagar,Brinjal,Other,04/03/2019,1400,1600,1500,MEDIUM,16,24,2,56,34
Odisha,Ganjam,Bhanjanagar,Onion,Other,04/03/2019,1300,1500,1400,MEDIUM,16,101,2,56,34
Odisha,Ganjam,Bhanjanagar,Paddy(Dhan)(Common),Common,04/03/2019,1750,1750,1750,MEDIUM,16,105,2,56,34
Odisha,Ganjam,Digapahandi,Brinjal,Other,04/03/2019,3000,3500,3200,MEDIUM,16,24,2,56,84
Odisha,Ganjam,Digapahandi,Maize,Other,04/03/2019,1300,1420,1350,MEDIUM,16,89,2,56,84
Odisha,Jharsuguda,Jharsuguda,Onion,Other,04/03/2019,1000,1400,1300,MEDIUM,16,101,2,74,128
Odisha,Jharsuguda,Jharsuguda,Potato,Other,04/03/2019,800,1000,900,CHEAP,16,118,0,74,128
Odisha,Mayurbhanja,Betnoti,Beans,Other,04/03/2019,2500,3000,2800,MEDIUM,16,12,2,108,33
Odisha,Mayurbhanja,Betnoti,Bitter gourd,Bitter Gourd,04/03/2019,2500,3000,2800,MEDIUM,16,19,2,108,33
Odisha,Mayurbhanja,Betnoti,Brinjal,Other,04/03/2019,600,1000,700,CHEAP,16,24,0,108,33
Odisha,Mayurbhanja,Betnoti,Cabbage,Cabbage,04/03/2019,500,700,600,CHEAP,16,26,0,108,33
Odisha,Mayurbhanja,Betnoti,Cauliflower,Cauliflower,04/03/2019,1400,1600,1500,MEDIUM,16,31,2,108,33
Odisha,Mayurbhanja,Betnoti,Cucumbar(Kheera),Cucumbar,04/03/2019,3000,4000,3500,MEDIUM,16,45,2,108,33
Odisha,Mayurbhanja,Betnoti,Leafy Vegetable,Other,04/03/2019,1400,1600,1500,MEDIUM,16,81,2,108,33
Odisha,Mayurbhanja,Betnoti,Onion,Other,04/03/2019,1300,1500,1400,MEDIUM,16,101,2,108,33
Odisha,Mayurbhanja,Betnoti,Potato,Potato,04/03/2019,500,700,600,CHEAP,16,118,0,108,33
Odisha,Mayurbhanja,Betnoti,Rice,Sanna Bhatta,04/03/2019,2000,2500,2200,MEDIUM,16,123,2,108,33
Odisha,Mayurbhanja,Betnoti,Tomato,Tomato,04/03/2019,700,1000,800,CHEAP,16,147,0,108,33
Odisha,Mayurbhanja,Saraskana,Bhindi(Ladies Finger),Bhindi,04/03/2019,6000,7000,6500,EXPENSIVE,16,18,1,108,273
Odisha,Mayurbhanja,Saraskana,Bitter gourd,Bitter Gourd,04/03/2019,7000,8000,7500,EXPENSIVE,16,19,1,108,273
Odisha,Mayurbhanja,Saraskana,Brinjal,Brinjal,04/03/2019,1200,1500,1400,MEDIUM,16,24,2,108,273
Odisha,Mayurbhanja,Saraskana,Cabbage,Cabbage,04/03/2019,600,800,700,CHEAP,16,26,0,108,273
Odisha,Mayurbhanja,Saraskana,Cauliflower,Cauliflower,04/03/2019,700,1000,800,CHEAP,16,31,0,108,273
Odisha,Mayurbhanja,Saraskana,Pumpkin,Pumpkin,04/03/2019,1000,1200,1100,MEDIUM,16,119,2,108,273
Odisha,Mayurbhanja,Saraskana,Tomato,Tomato,04/03/2019,700,1000,800,CHEAP,16,147,0,108,273
Odisha,Nowarangpur,Nawarangpur,Broken Rice,Broken Rice,04/03/2019,1200,1200,1200,MEDIUM,16,25,2,129,211
Odisha,Nowarangpur,Nawarangpur,Gur(Jaggery),NO 2,04/03/2019,2000,2000,2000,MEDIUM,16,70,2,129,211
Odisha,Nowarangpur,Nawarangpur,Maize,Hybrid/Local,04/03/2019,1400,1550,1400,MEDIUM,16,89,2,129,211
Odisha,Sundergarh,Bonai,Banana - Green,Other,04/03/2019,4000,4000,4000,MEDIUM,16,10,2,155,47
Odisha,Sundergarh,Bonai,Bhindi(Ladies Finger),Other,04/03/2019,4000,4000,4000,MEDIUM,16,18,2,155,47
